id,name,city,region,location,source
2550,بیلبورد آستارا,آستارا,آستارا، مقابل پایانه ترانزیت,آستارا، مقابل پایانه ترانزیت,billboardiha
2398,بیلبورد کمربندی آستانه اشرفی,آستانه اشرفیه,گیلان، کمربندی آستانه اشرفیه، دید از لاهیجان,گیلان، کمربندی آستانه اشرفیه، دید از لاهیجان,billboardiha
2381,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 16)، رفت,اراک - سلفچگان (کیلومتر 16)، رفت,billboardiha
2382,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 16)، رفت,اراک - سلفچگان (کیلومتر 16)، رفت,billboardiha
2380,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 25)، رفت,اراک - سلفچگان (کیلومتر 25)، رفت,billboardiha
2373,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 37)، برگشت,اراک - سلفچگان (کیلومتر 37)، برگشت,billboardiha
2378,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 37)، رفت,اراک - سلفچگان (کیلومتر 37)، رفت,billboardiha
2374,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 39)، برگشت,اراک - سلفچگان (کیلومتر 39)، برگشت,billboardiha
2377,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 39)، رفت,اراک - سلفچگان (کیلومتر 39)، رفت,billboardiha
2375,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 40)، برگشت,اراک - سلفچگان (کیلومتر 40)، برگشت,billboardiha
2376,بیلبورد اراک - سلفچگان,اراک,اراک - سلفچگان (کیلومتر 56)، برگشت,اراک - سلفچگان (کیلومتر 56)، برگشت,billboardiha
1490,بیلبورد چهارراه دکتر حسابی,اراک,چهارراه دکتر حسابی,چهارراه دکتر حسابی,billboardiha
3100,بیلبورد اشتهارد,اردبیل,اشتهارد، بلوا اصلی جنب شهرک صنعتی اشتهارد (برگشت),اشتهارد، بلوا اصلی جنب شهرک صنعتی اشتهارد (برگشت),billboardiha
3101,بیلبورد اشتهارد,اردبیل,اشتهارد، بلوا اصلی جنب شهرک صنعتی اشتهارد (رفت),اشتهارد، بلوا اصلی جنب شهرک صنعتی اشتهارد (رفت),billboardiha
2036,بیلبورد خروجی اردبیل,اردبیل,خروجی اردبیل به مغان,خروجی اردبیل به مغان,billboardiha
2050,بیلبورد خروجی سرعین,اردبیل,خروجی سرعین به سمت اردبیل - الف,خروجی سرعین به سمت اردبیل - الف,billboardiha
2049,بیلبورد خروجی سرعین,اردبیل,خروجی سرعین به سمت اردبیل - ب,خروجی سرعین به سمت اردبیل - ب,billboardiha
2064,بیلبورد رضوان,اردبیل,رضوان، کنار ورزشگاه رضازاده,رضوان، کنار ورزشگاه رضازاده,billboardiha
2034,بیلبورد شهرک صنعتی,اردبیل,شهرک صنعتی دو,شهرک صنعتی دو,billboardiha
2035,بیلبورد شهرک صنعتی,اردبیل,شهرک صنعتی یک,شهرک صنعتی یک,billboardiha
3677,بیلبورد ضلع شمال غربی خیابان مقدس اردبیلی,اردبیل,ضلع شمال غربی خیابان مقدس اردبیلی، تقاطع مقدس اردبیلی با خیابان الفت,ضلع شمال غربی خیابان مقدس اردبیلی، تقاطع مقدس اردبیلی با خیابان الفت,irbillboard
2033,بیلبورد فرودگاه بین المللی اردبیل,اردبیل,فرودگاه بین المللی اردبیل، داخل محوطه جلوی ورودی ترمینال,فرودگاه بین المللی اردبیل، داخل محوطه جلوی ورودی ترمینال,billboardiha
2068,بیلبورد میدان بسیج,اردبیل,میدان بسیج,میدان بسیج,billboardiha
2052,بیلبورد ورودی سرعین,اردبیل,ورودی سرعین - الف,ورودی سرعین - الف,billboardiha
2051,بیلبورد ورودی سرعین,اردبیل,ورودی سرعین - ب,ورودی سرعین - ب,billboardiha
2046,بیلبورد پلیس راه اردبیل - نمین,اردبیل,پلیس راه اردبیل - نمین، به سمت آستارا,پلیس راه اردبیل - نمین، به سمت آستارا,billboardiha
2045,بیلبورد پلیس راه اردبیل - نمین,اردبیل,پلیس راه اردبیل - نمین، به سمت اردبیل,پلیس راه اردبیل - نمین، به سمت اردبیل,billboardiha
3348,بیلبورد خ شهید عطائی و امام (ره),ارومیه,اول بازار (نبش خ شهید عطائی و امام (ره)),اول بازار (نبش خ شهید عطائی و امام (ره)),billboardiha
1402,بیلبورد بازار,ارومیه,اول بازار، نبش بلوار عطایی و امام (ره),اول بازار، نبش بلوار عطایی و امام (ره),billboardiha
2238,بیلبورد بلوار والفجر,ارومیه,بلوار والفجر، روبروی دانشگاه جامع، دید از تقاطع مولوی,بلوار والفجر، روبروی دانشگاه جامع، دید از تقاطع مولوی,billboardiha
2239,بیلبورد بلوار والفجر,ارومیه,بلوار والفجر، روبروی دانشگاه جامع، دید از میثم,بلوار والفجر، روبروی دانشگاه جامع، دید از میثم,billboardiha
1390,بیلبورد تفرجگاه بند,ارومیه,تفرجگاه بند، جنب کارواش، مسیر برگشت,تفرجگاه بند، جنب کارواش، مسیر برگشت,billboardiha
1391,بیلبورد تفرجگاه بند,ارومیه,تفرجگاه بند، نرسیده به کارواش، مسیر برگشت,تفرجگاه بند، نرسیده به کارواش، مسیر برگشت,billboardiha
1394,بیلبورد تفرجگاه بند,ارومیه,تفرجگاه بند، پارکینگ اول، مسیر رفت,تفرجگاه بند، پارکینگ اول، مسیر رفت,billboardiha
1414,بیلبورد پل سوم خرداد,ارومیه,تقاطع غیر مسطح سوم خرداد,تقاطع غیر مسطح سوم خرداد,billboardiha
1408,بیلبورد  پل قویون,ارومیه,تقاطع غیر همسطح پل قویون,تقاطع غیر همسطح پل قویون,billboardiha
3375,بیلبورد تقاطع مولوی,ارومیه,تقاطع مولوی اول بلوار امام علی,تقاطع مولوی اول بلوار امام علی,billboardiha
2282,بیلبورد تقاطع مولوی,ارومیه,تقاطع مولوی، بعد از تونل، دید از امام علی,تقاطع مولوی، بعد از تونل، دید از امام علی,billboardiha
3334,بیلبورد تقاطع مولوی,ارومیه,تقاطع مولوی، بعد از تونل، دید از امام علی,تقاطع مولوی، بعد از تونل، دید از امام علی,billboardiha
3335,بیلبورد تقاطع مولوی,ارومیه,تقاطع مولوی، بعد از تونل، دید از امام علی,تقاطع مولوی، بعد از تونل، دید از امام علی,billboardiha
2283,بیلبورد دوطرفه تقاطع مولوی,ارومیه,تقاطع مولوی، بعد از تونل، دید از مولوی,تقاطع مولوی، بعد از تونل، دید از مولوی,billboardiha
2285,بیلبورد دو طرفه تقاطع مولوی,ارومیه,تقاطع مولوی، نرسیده به تونل، دید از مولوی,تقاطع مولوی، نرسیده به تونل، دید از مولوی,billboardiha
3337,بیلبورد تقاطع مولوی,ارومیه,تقاطع مولوی، نرسیده به تونل، دید از مولوی,تقاطع مولوی، نرسیده به تونل، دید از مولوی,billboardiha
1386,بیلبورد جاده بند,ارومیه,جاده بند، جنب غذا خوری میلاد، دید از شهر,جاده بند، جنب غذا خوری میلاد، دید از شهر,billboardiha
1383,بیلبورد جاده شهید کلانتری,ارومیه,جاده شهید کلانتری، بعد از پلیس راه، دید از میانگذر,جاده شهید کلانتری، بعد از پلیس راه، دید از میانگذر,billboardiha
1389,بیلبورد جام جم,ارومیه,جام جم، بعد از تالار مهستان، مسیر برگشت,جام جم، بعد از تالار مهستان، مسیر برگشت,billboardiha
3330,بیلبورد خروجی تفرجگاه بند,ارومیه,خروجی تفرجگاه بند (عمودی) - سازه اول,خروجی تفرجگاه بند (عمودی) - سازه اول,billboardiha
3303,بیلبورد خیابان دانشکده,ارومیه,خیابان دانشکده - روبروی ترک مال,خیابان دانشکده - روبروی ترک مال,billboardiha
3302,بیلبورد خیابان دانشکده,ارومیه,خیابان دانشکده - روبروی ترک مال - دید از دانشکده,خیابان دانشکده - روبروی ترک مال - دید از دانشکده,billboardiha
2244,بیلبورد خیابان مولوی,ارومیه,خیابان مولوی، اول پل غیر هم سطح مولوی، دید از برق,خیابان مولوی، اول پل غیر هم سطح مولوی، دید از برق,billboardiha
2245,بیلبورد خیابان مولوی,ارومیه,خیابان مولوی، اول پل غیر هم سطح مولوی، دید از مولوی,خیابان مولوی، اول پل غیر هم سطح مولوی، دید از مولوی,billboardiha
2243,بیلبورد خیابان مولوی,ارومیه,خیابان مولوی، چهارره امام رضا، دید از برق,خیابان مولوی، چهارره امام رضا، دید از برق,billboardiha
2242,بیلبورد خیابان مولوی,ارومیه,خیابان مولوی، چهارره امام رضا، دید از مولوی,خیابان مولوی، چهارره امام رضا، دید از مولوی,billboardiha
3325,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند - مسیر برگشت (عمودی),داخل تفرجگاه بند - مسیر برگشت (عمودی),billboardiha
3326,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند - مسیر رفت (عمودی),داخل تفرجگاه بند - مسیر رفت (عمودی),billboardiha
2270,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند، مسیر برگشت، دید از شهر,داخل تفرجگاه بند، مسیر برگشت، دید از شهر,billboardiha
2271,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند، مسیر رفت، دید از شهر,داخل تفرجگاه بند، مسیر رفت، دید از شهر,billboardiha
2267,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند، کنار رود جویبار، دید از شهر,داخل تفرجگاه بند، کنار رود جویبار، دید از شهر,billboardiha
2269,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند، کنار رود، دید از شهر,داخل تفرجگاه بند، کنار رود، دید از شهر,billboardiha
2272,بیلبورد داخل تفرجگاه بند,ارومیه,داخل تفرجگاه بند، کنار رود، دید از شهر,داخل تفرجگاه بند، کنار رود، دید از شهر,billboardiha
3304,بیلبورد دانشکده,ارومیه,دانشکده - روبروی کنسولگری,دانشکده - روبروی کنسولگری,billboardiha
3305,بیلبورد دانشکده,ارومیه,دانشکده - روبروی کنسولگری,دانشکده - روبروی کنسولگری,billboardiha
2248,بیلبورد دانشکده,ارومیه,دانشکده، روبروی کنسول گری ترکیه، دید از چهارراه اطلاعات,دانشکده، روبروی کنسول گری ترکیه، دید از چهارراه اطلاعات,billboardiha
2255,بیلبورد شیخ تپه,ارومیه,شیخ تپه (بلوار نبوت)، دید از نبوت,شیخ تپه (بلوار نبوت)، دید از نبوت,billboardiha
2256,بیلبورد شیخ تپه,ارومیه,شیخ تپه اول باند دو طرفه، دید از بهداری,شیخ تپه اول باند دو طرفه، دید از بهداری,billboardiha
2257,بیلبورد شیخ تپه,ارومیه,شیخ تپه اول باند دو طرفه، دید از شهر چای,شیخ تپه اول باند دو طرفه، دید از شهر چای,billboardiha
2278,بیلبورد فلکه بهداری,ارومیه,فلکه شهرک بهداری، دید از شیخ تپه,فلکه شهرک بهداری، دید از شیخ تپه,billboardiha
3338,بیلبورد فلکه مادر,ارومیه,فلکه مادر، اول خیابان شهرک فرهنگیان,فلکه مادر، اول خیابان شهرک فرهنگیان,billboardiha
2286,بیلبورد فلکه مادر,ارومیه,فلکه مادر، اول خیابان شهرک فرهنگیان، دید از آهندوست,فلکه مادر، اول خیابان شهرک فرهنگیان، دید از آهندوست,billboardiha
3313,بیلبورد فلکه مخابرات,ارومیه,فلکه مخابرات - چهارراه مخابرات,فلکه مخابرات - چهارراه مخابرات,billboardiha
2259,بیلبورد فلکه مخابرات,ارومیه,فلکه مخابرات، دید از چهارراه مخابرات,فلکه مخابرات، دید از چهارراه مخابرات,billboardiha
2279,بیلبورد فلکه مدرس,ارومیه,فلکه مدرس، دید از مدرس,فلکه مدرس، دید از مدرس,billboardiha
3332,بیلبورد فلکه مدرس,ارومیه,فلکه مدرس، دید از مدرس,فلکه مدرس، دید از مدرس,billboardiha
3321,بیلبورد مسیر برگشت بند,ارومیه,مسیر برگشت بند (عمودی),مسیر برگشت بند (عمودی),billboardiha
3300,بیلبورد مولوی,ارومیه,مولوی - اول پل غیر همسطح,مولوی - اول پل غیر همسطح,billboardiha
3301,بیلبورد مولوی,ارومیه,مولوی - اول پل غیر همسطح,مولوی - اول پل غیر همسطح,billboardiha
1398,بیلبورد میدان امامت,ارومیه,میدان امامت، روبروی پالم سنتر، دید از امامت,میدان امامت، روبروی پالم سنتر، دید از امامت,billboardiha
1411,بیلبورد میدان خیرین,ارومیه,میدان خیرین,میدان خیرین,billboardiha
3351,بیلبورد میدان خیرین,ارومیه,میدان خیرین,میدان خیرین,billboardiha
3295,بیلبورد والفجر,ارومیه,والفجر - روبروی دانشگاه جامع - دید از تقاطع مولوی,والفجر - روبروی دانشگاه جامع - دید از تقاطع مولوی,billboardiha
3294,بیلبورد والفجر,ارومیه,والفجر - روبروی دانشگاه جامع - دید از میثم,والفجر - روبروی دانشگاه جامع - دید از میثم,billboardiha
3328,بیلبورد ورودی تفرجگاه بند,ارومیه,ورودی تفرجگاه بند (عمودی),ورودی تفرجگاه بند (عمودی),billboardiha
2273,بیلبورد ورودی تفرجگاه بند,ارومیه,ورودی تفرجگاه بند، دید از شهر,ورودی تفرجگاه بند، دید از شهر,billboardiha
3356,بیلبورد  تفرجگاه بند,ارومیه,پارکینگ اول تفرجگاه بند,پارکینگ اول تفرجگاه بند,billboardiha
3358,بیلبورد پل سوم خرداد,ارومیه,پل سوم خرداد,پل سوم خرداد,billboardiha
3357,بیلبورد پل غیر مسطح نبوت,ارومیه,پل غیر مسطح نبوت (پل غیر مسطح نبوت (شهر چائی),پل غیر مسطح نبوت (پل غیر مسطح نبوت (شهر چائی),billboardiha
1025,یگان امداد نورآباد,ازنا,شهرستان نورآباد - یگان امداد,شهرستان نورآباد - یگان امداد,billboardiha
1437,بیلبورد  آزادراه قم به سمت کاشان,اصفهان,آزادراه قم به سمت کاشان، روبروی مشکات، 5کیلومتر مانده به کارخانه شیر,آزادراه قم به سمت کاشان، روبروی مشکات، 5کیلومتر مانده به کارخانه شیر,billboardiha
3784,بیلبورد بزرگراه اشرفی اصفهانی مسیر شمال به جنوب,اصفهان,بزرگراه اشرفی اصفهانی، مسیر شمال به جنوب، بعد از پل حکیم، نرسیده به فلکه دوم صادقیه,بزرگراه اشرفی اصفهانی، مسیر شمال به جنوب، بعد از پل حکیم، نرسیده به فلکه دوم صادقیه,irbillboard
1791,بیلبورد بلوار اصلی فرودگاه بین المللی شهید بهشتی,اصفهان,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر برگشت,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر برگشت,billboardiha
1792,بیلبورد بلوار اصلی فرودگاه بین المللی شهید بهشتی,اصفهان,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر برگشت,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر برگشت,billboardiha
1793,بیلبورد بلوار اصلی فرودگاه بین المللی شهید بهشتی,اصفهان,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر رفت,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر رفت,billboardiha
1795,بیلبورد بلوار اصلی فرودگاه بین المللی شهید بهشتی,اصفهان,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر رفت,بلوار اصلی فرودگاه بین المللی شهید بهشتی، مسیر رفت,billboardiha
1842,بیلبورد بلوار امام رضا,اصفهان,بلوار امام رضا (ع)، بعد از خروجی مصلی,بلوار امام رضا (ع)، بعد از خروجی مصلی,billboardiha
1770,بیلبورد چهاروجهی گردان بلوار امام,اصفهان,بلوار امام، جنب خروجی پارکینگ خرازی,بلوار امام، جنب خروجی پارکینگ خرازی,billboardiha
1771,بیلبورد چهاروجهی گردان بلوار امام,اصفهان,بلوار امام، چهارراه حافظ,بلوار امام، چهارراه حافظ,billboardiha
1100,بیلبورد بلوار صفائیه,اصفهان,بلوار صفائیه، جنب بیمارستان,بلوار صفائیه، جنب بیمارستان,billboardiha
1769,بیلبورد چهاروجهی گردان بلوار عطار,اصفهان,بلوار عطار، چهارراه عطار,بلوار عطار، چهارراه عطار,billboardiha
1436,بیلبورد بلوار قطب راوندی,اصفهان,بلوار قطب راوندی، نبش خیابان تالار,بلوار قطب راوندی، نبش خیابان تالار,billboardiha
1297,بیلبورد جاده اصفهان - شیراز,اصفهان,جاده اصفهان - شیراز، قبل از شهرک صنعتی رازی,جاده اصفهان - شیراز، قبل از شهرک صنعتی رازی,billboardiha
3238,بیلبورد جاده شهرکرد- اصفهان,اصفهان,جاده پلیس راه - شهرکر (منابع طبیعی),جاده پلیس راه - شهرکر (منابع طبیعی),billboardiha
23,بیلبورد خیابان ولیعصر اصفهان,اصفهان,منطقه ۶,خیابان ولیعصر، قبل از چهارراه شیخ بهایی,
1632,نبش دیوار خیابان کارگر,اصفهان,خیابان کارگر - نبش کوچه 16 متری,خیابان کارگر - نبش کوچه 16 متری,billboardiha
2367,بیلبورد دلیجان - اصفهان,اصفهان,دلیجان - اصفهان (کیلومتر 3 قبل از پلیس راه),دلیجان - اصفهان (کیلومتر 3 قبل از پلیس راه),billboardiha
2360,بیلبورد دلیجان - امام خمینی,اصفهان,دلیجان - امام خمینی (مسیر اصفهان به سمت دلیجان),دلیجان - امام خمینی (مسیر اصفهان به سمت دلیجان),billboardiha
2361,بیلبورد دلیجان - امام خمینی,اصفهان,دلیجان - امام خمینی (مسیر دلیجان به سمت اصفهان),دلیجان - امام خمینی (مسیر دلیجان به سمت اصفهان),billboardiha
3746,ستون‌‌های فود کورت اصلی سیتی سنتر,اصفهان,ستون‌‌های فود کورت اصلی سیتی سنتر اصفهان (4 وجهی),ستون‌‌های فود کورت اصلی سیتی سنتر اصفهان (4 وجهی),irbillboard
2296,بیلبورد میدان معلم,اصفهان,شاهراه غرب اصفهان (میدان معلم)، خروجی شرق نجف آباد، به سمت اصفهان، خمینی شهر، وجه غربی,شاهراه غرب اصفهان (میدان معلم)، خروجی شرق نجف آباد، به سمت اصفهان، خمینی شهر، وجه غربی,billboardiha
2294,بیلبورد شاهراه غرب اصفهان,اصفهان,شاهراه غرب اصفهان، خروجی شرق نجف آباد، به سمت اصفهان - خمینی شهر (تقاطع اول، بعد از میدان معلم)، وجه غربی,شاهراه غرب اصفهان، خروجی شرق نجف آباد، به سمت اصفهان - خمینی شهر (تقاطع اول، بعد از میدان معلم)، وجه غربی,billboardiha
3713,شیشه‌های ورودی لیف لابی، ورودی4 پارکینگ1 سیتی سنتر,اصفهان,شیشه‌های ورودی لیف لابی اصلی، ورودی4 در پارکینگ1 اصفهان سیتی سنتر,شیشه‌های ورودی لیف لابی اصلی، ورودی4 در پارکینگ1 اصفهان سیتی سنتر,irbillboard
3773,شیشه‌های ورودی لیف لابی، ورودی6 پارکینگ1 سیتی سنتر,اصفهان,شیشه‌های ورودی لیف لابی، ورودی6 در پارکینگ1 اصفهان سیتی سنتر,شیشه‌های ورودی لیف لابی، ورودی6 در پارکینگ1 اصفهان سیتی سنتر,irbillboard
1788,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، ترانزیت ورود، پیشانی خروجی از سالن ورودی,فرودگاه بین المللی شهید بهشتی، ترانزیت ورود، پیشانی خروجی از سالن ورودی,billboardiha
1796,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت خروج,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت خروج,billboardiha
1798,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت خروج، پیشانی گیت خروجی با سایت پرواز,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت خروج، پیشانی گیت خروجی با سایت پرواز,billboardiha
1799,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، تابلوی میان کاروسل بار,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، تابلوی میان کاروسل بار,billboardiha
1800,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، پیشانی گیت خروجی با سالن عمومی,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، پیشانی گیت خروجی با سالن عمومی,billboardiha
1801,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، پیشانی گیت ورودی مسافر از سایت پرواز,فرودگاه بین المللی شهید بهشتی، سالن ترانزیت ورود، پیشانی گیت ورودی مسافر از سایت پرواز,billboardiha
1806,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن عمومی، بالای کانتر چک این,فرودگاه بین المللی شهید بهشتی، سالن عمومی، بالای کانتر چک این,billboardiha
1805,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن عمومی، زیر نورگیر,فرودگاه بین المللی شهید بهشتی، سالن عمومی، زیر نورگیر,billboardiha
1797,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن عمومی، ضلع غربی، بخش مستقبلین,فرودگاه بین المللی شهید بهشتی، سالن عمومی، ضلع غربی، بخش مستقبلین,billboardiha
1802,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن عمومی، پیشانی جنوب غربی درب های ورودی و خروجی,فرودگاه بین المللی شهید بهشتی، سالن عمومی، پیشانی جنوب غربی درب های ورودی و خروجی,billboardiha
1803,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن عمومی، پیشانی جنوب غربی درب های ورودی و خروجی,فرودگاه بین المللی شهید بهشتی، سالن عمومی، پیشانی جنوب غربی درب های ورودی و خروجی,billboardiha
1789,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، سالن پرواز های خارجی، ترانزیت ورود ، تابلو های میان کاروسل بار,فرودگاه بین المللی شهید بهشتی، سالن پرواز های خارجی، ترانزیت ورود ، تابلو های میان کاروسل بار,billboardiha
1794,بیلبورد دوطرفه فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، مشرف به محوطه، مقابل ترمینال پرواز های داخلی، رو به ترمینال,فرودگاه بین المللی شهید بهشتی، مشرف به محوطه، مقابل ترمینال پرواز های داخلی، رو به ترمینال,billboardiha
1790,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، مشرف به محوطه، مقابل ترمینال پرواز های داخلی، ضلع غربی,فرودگاه بین المللی شهید بهشتی، مشرف به محوطه، مقابل ترمینال پرواز های داخلی، ضلع غربی,billboardiha
1804,بیلبورد فرودگاه بین المللی شهید بهشتی,اصفهان,فرودگاه بین المللی شهید بهشتی، پیشانی جنوب شرقی، درب های ورودی و خروجی,فرودگاه بین المللی شهید بهشتی، پیشانی جنوب شرقی، درب های ورودی و خروجی,billboardiha
1003,مترو ستون,اصفهان,مترو اصفهان در تمام ایستگاه ها,مترو اصفهان در تمام ایستگاه ها,billboardiha
1440,بیلبورد  محور جدید آران و بیدگل,اصفهان,محور جدید آران و بیدگل به سمت کاشان,محور جدید آران و بیدگل به سمت کاشان,billboardiha
1101,بیلبورد میدان جهاد,اصفهان,میدان جهاد (سمت ابتدای بلوار معلم),میدان جهاد (سمت ابتدای بلوار معلم),billboardiha
1103,بیلبورد میدان جهاد,اصفهان,میدان جهاد (سمت باغ کشاورزی راست),میدان جهاد (سمت باغ کشاورزی راست),billboardiha
1102,بیلبورد میدان جهاد,اصفهان,میدان جهاد (سمت باغ کشاورزی چپ),میدان جهاد (سمت باغ کشاورزی چپ),billboardiha
1843,بیلبورد میدان جهاد,اصفهان,میدان جهاد، ابتدای بلوار کشاورز,میدان جهاد، ابتدای بلوار کشاورز,billboardiha
1831,بیلبورد میدان شهید اردهال,اصفهان,میدان شهید اردهال,میدان شهید اردهال,billboardiha
1836,بیلبورد میدان پانزده خرداد,اصفهان,میدان پانزده خرداد,میدان پانزده خرداد,billboardiha
1837,بیلبورد میدان پانزده خرداد,اصفهان,میدان پانزده خرداد,میدان پانزده خرداد,billboardiha
1834,بیلبورد میدان کمال الملک,اصفهان,میدان کمال الملک، جنب دفترخانه,میدان کمال الملک، جنب دفترخانه,billboardiha
1835,بیلبورد میدان کمال الملک,اصفهان,میدان کمال الملک، مقابل بانک ملت,میدان کمال الملک، مقابل بانک ملت,billboardiha
1434,بیلبورد میدان ۱۵ خرداد,اصفهان,میدان ۱۵ خرداد، ( مرکز شهر),میدان ۱۵ خرداد، ( مرکز شهر),billboardiha
1438,بیلبورد پل بهشتی,اصفهان,پل بهشتی، روبروی پارک پرستار,پل بهشتی، روبروی پارک پرستار,billboardiha
1429,بیلبورد چهارراه سلمان,اصفهان,چهارراه سلمان,چهارراه سلمان,billboardiha
1891,بیلبورد سلمان فارسی,اهواز,ابتدای سلمان فارسی، جنب ایستگاه تاکسی,ابتدای سلمان فارسی، جنب ایستگاه تاکسی,billboardiha
1887,بیلبورد پل سوم,اهواز,ابتدای پل سوم، به سمت کیانپارس,ابتدای پل سوم، به سمت کیانپارس,billboardiha
1884,بیلبورد پل هفتم,اهواز,ابتدای پل هفتم (خروجی کیانپارس),ابتدای پل هفتم (خروجی کیانپارس),billboardiha
1885,بیلبورد پل هفتم,اهواز,ابتدای پل هفتم (ورودی کیانپارس),ابتدای پل هفتم (ورودی کیانپارس),billboardiha
1582,بیلبورد دو وجهی اتوبان آیت الله بهبهانی,اهواز,اتوبان آیت الله بهبهانی، میدان مشعلی، روبروی درمانگاه امام رضا (ع)، دید از هر دو سمت ورودی و خروجی به مرکز شهر,اتوبان آیت الله بهبهانی، میدان مشعلی، روبروی درمانگاه امام رضا (ع)، دید از هر دو سمت ورودی و خروجی به مرکز شهر,billboardiha
1580,بیلبورد اتوبان آیت الله بهبهانی,اهواز,اتوبان آیت الله بهبهانی، نبش بازار ماشین، دید از ورودی به سمت مرکز شهر,اتوبان آیت الله بهبهانی، نبش بازار ماشین، دید از ورودی به سمت مرکز شهر,billboardiha
1573,بیلبورد اتوبان فرودگاه,اهواز,اتوبان فرودگاه، دید از ورودی به سمت سه راه فرودگاه,اتوبان فرودگاه، دید از ورودی به سمت سه راه فرودگاه,billboardiha
3575,بیلبورد بلوار آیت الله بهبهانی,اهواز,بلوار آیت الله بهبهانی ،جنب مصلی،محوطه آتش نشانی,بلوار آیت الله بهبهانی ،جنب مصلی،محوطه آتش نشانی,billboardiha
3574,بیلبورد بلوار گلستان,اهواز,بلوار گلستان،ضلع جنوب میدان کارگر (دید از میدان کارگر),بلوار گلستان،ضلع جنوب میدان کارگر (دید از میدان کارگر),billboardiha
3572,بیلبورد بلوار گلستان,اهواز,بلوار گلستان،میدان دانشگاه شهید چمران،نبش خیابان انوشه (دید از میدان دانشگاه شهید چمران),بلوار گلستان،میدان دانشگاه شهید چمران،نبش خیابان انوشه (دید از میدان دانشگاه شهید چمران),billboardiha
1560,بیلبورد حدفاصل اهواز و مهرشهر,اهواز,بیلبورد برون شهری، حدفاصل اهواز و ماهشهر، دید از ورودی به سمت اهواز,بیلبورد برون شهری، حدفاصل اهواز و ماهشهر، دید از ورودی به سمت اهواز,billboardiha
3592,بیلبورد حدفاصل فرودگاه و سه راه فرودگاه,اهواز,حدفاصل فرودگاه و سه راه فرودگاه (مسیر شرق به غرب),حدفاصل فرودگاه و سه راه فرودگاه (مسیر شرق به غرب),billboardiha
